ID,length,recency,frequency,monetary,L_score,R_score,F_score,M_score,lrfm_score,lrfm_segmentasi
8143,335,49,11,265,2,3,2,2,2322,Explorers
8146,50,84,4,54,1,1,1,1,1111,Explorers
8147,359,40,5,48,3,3,1,1,3311,Rebounding Customers
8148,538,88,20,859,4,1,4,3,4143,At-Risk High Spenders
8151,548,6,8,263,4,4,2,2,4422,Rebounding Customers
8159,90,10,8,182,1,4,2,2,1422,Explorers
8162,545,88,4,26,4,1,1,1,4111,Dormant Accounts
8164,217,13,18,1908,2,4,3,4,2434,High-Potential Newcomers
8175,374,71,7,137,3,2,2,2,3222,Dormant Accounts
8180,227,53,12,310,2,2,2,2,2222,Explorers
8181,290,42,8,177,2,3,2,2,2322,Explorers
8182,176,91,7,121,1,1,2,2,1122,Explorers
819,237,84,24,1103,2,1,4,4,2144,High-Potential Newcomers
8204,561,93,17,1319,4,1,3,4,4134,At-Risk High Spenders
8207,104,18,4,40,1,4,1,1,1411,Explorers
821,619,46,21,2077,4,3,4,4,4344,Champions
8210,319,64,13,405,2,2,3,3,2233,High-Potential Newcomers
8212,459,89,8,174,3,1,2,2,3122,Dormant Accounts
8213,598,71,7,96,4,2,2,2,4222,Dormant Accounts
8216,262,7,11,325,2,4,2,2,2422,Explorers
8230,158,28,5,71,1,3,1,2,1312,Explorers
8233,155,9,17,556,1,4,3,3,1433,High-Potential Newcomers
8234,319,13,3,18,2,4,1,1,2411,Explorers
8235,157,8,21,843,1,4,4,3,1443,High-Potential Newcomers
8254,443,48,3,23,3,3,1,1,3311,Rebounding Customers
8268,354,23,14,404,2,4,3,3,2433,High-Potential Newcomers
8275,141,6,3,20,1,4,1,1,1411,Explorers
8278,673,3,15,1711,4,4,3,4,4434,Champions
8286,314,55,7,122,2,2,2,2,2222,Explorers
8299,292,46,5,71,2,3,1,2,2312,Explorers
830,126,5,14,1658,1,4,3,4,1434,High-Potential Newcomers
8310,670,96,21,1459,4,1,4,4,4144,At-Risk High Spenders
8312,15,80,5,43,1,1,1,1,1111,Explorers
8314,451,30,18,1772,3,3,3,4,3334,Champions
8315,96,65,3,23,1,2,1,1,1211,Explorers
8318,178,7,19,1738,1,4,4,4,1444,High-Potential Newcomers
832,120,90,20,747,1,1,4,3,1143,High-Potential Newcomers
833,92,62,6,72,1,2,1,2,1212,Explorers
8334,269,34,7,131,2,3,2,2,2322,Explorers
8341,61,22,4,34,1,4,1,1,1411,Explorers
8346,680,26,10,296,4,3,2,2,4322,Rebounding Customers
8360,235,76,9,198,2,1,2,2,2122,Explorers
8362,327,9,19,1919,2,4,4,4,2444,High-Potential Newcomers
8369,599,21,3,28,4,4,1,1,4411,Rebounding Customers
837,292,0,8,174,2,4,2,2,2422,Explorers
8370,697,50,16,1159,4,2,3,4,4234,At-Risk High Spenders
8372,364,81,3,30,3,1,1,1,3111,Dormant Accounts
8373,202,94,4,29,2,1,1,1,2111,Explorers
8375,119,63,16,518,1,2,3,3,1233,High-Potential Newcomers
8387,541,68,10,235,4,2,2,2,4222,Dormant Accounts
839,278,54,8,170,2,2,2,2,2222,Explorers
8395,679,48,21,1511,4,3,4,4,4344,Champions
8397,171,82,4,34,1,1,1,1,1111,Explorers
8402,195,40,20,794,2,3,4,3,2343,High-Potential Newcomers
8405,273,83,11,305,2,1,2,2,2122,Explorers
8414,317,76,6,86,2,1,1,2,2112,Explorers
8416,213,19,5,44,2,4,1,1,2411,Explorers
8418,92,60,5,61,1,2,1,1,1211,Explorers
8420,331,27,6,64,2,3,1,1,2311,Explorers
8427,584,78,22,1540,4,1,4,4,4144,At-Risk High Spenders
843,35,47,21,805,1,3,4,3,1343,High-Potential Newcomers
8430,553,4,3,22,4,4,1,1,4411,Rebounding Customers
8432,654,0,19,684,4,4,4,3,4443,Champions
8439,24,97,13,902,1,1,3,3,1133,High-Potential Newcomers
8442,299,63,4,30,2,2,1,1,2211,Explorers
8443,140,16,6,86,1,4,1,2,1412,Explorers
8461,112,3,3,16,1,4,1,1,1411,Explorers
8462,659,52,4,80,4,2,1,2,4212,Dormant Accounts
8475,121,98,22,1608,1,1,4,4,1144,High-Potential Newcomers
8477,476,61,4,28,3,2,1,1,3211,Dormant Accounts
8486,637,27,13,367,4,3,3,2,4332,Frequent Shoppers
849,375,65,18,660,3,2,3,3,3233,At-Risk High Spenders
8492,233,25,22,1493,2,3,4,4,2344,High-Potential Newcomers
850,267,4,20,757,2,4,4,3,2443,High-Potential Newcomers
8504,49,70,18,1366,1,2,3,4,1234,High-Potential Newcomers
851,356,48,17,642,2,3,3,3,2333,High-Potential Newcomers
8514,164,59,4,20,1,2,1,1,1211,Explorers
8523,198,39,7,60,2,3,2,1,2321,Explorers
8524,650,15,6,101,4,4,1,2,4412,Rebounding Customers
8527,205,37,14,395,2,3,3,2,2332,Explorers
8534,349,51,24,992,2,2,4,3,2243,High-Potential Newcomers
8537,488,60,20,1429,3,2,4,4,3244,At-Risk High Spenders
8541,114,98,6,41,1,1,1,1,1111,Explorers
8545,101,6,16,1789,1,4,3,4,1434,High-Potential Newcomers
8553,372,65,4,42,3,2,1,1,3211,Dormant Accounts
8557,378,57,5,46,3,2,1,1,3211,Dormant Accounts
8560,658,94,17,680,4,1,3,3,4133,At-Risk High Spenders
8562,398,72,10,236,3,2,2,2,3222,Dormant Accounts
8566,15,10,3,9,1,4,1,1,1411,Explorers
8581,482,4,20,751,3,4,4,3,3443,Champions
8584,387,54,16,1165,3,2,3,4,3234,At-Risk High Spenders
8588,674,92,11,289,4,1,2,2,4122,Dormant Accounts
8594,153,25,7,135,1,3,2,2,1322,Explorers
8595,139,99,5,67,1,1,1,1,1111,Explorers
8601,427,3,19,1395,3,4,4,4,3444,Champions
8602,383,97,24,1049,3,1,4,4,3144,At-Risk High Spenders
8605,99,36,5,68,1,3,1,1,1311,Explorers
8614,49,29,16,507,1,3,3,3,1333,High-Potential Newcomers
8619,553,4,3,22,4,4,1,1,4411,Rebounding Customers
8624,509,61,17,928,3,2,3,3,3233,At-Risk High Spenders
8625,230,70,6,45,2,2,1,1,2211,Explorers
8629,461,71,4,41,3,2,1,1,3211,Dormant Accounts
8643,400,21,21,1662,3,4,4,4,3444,Champions
8650,469,31,4,42,3,3,1,1,3311,Rebounding Customers
8652,668,20,11,317,4,4,2,2,4422,Rebounding Customers
8659,160,50,25,1038,1,2,4,3,1243,High-Potential Newcomers
8663,39,85,3,15,1,1,1,1,1111,Explorers
868,22,99,5,65,1,1,1,1,1111,Explorers
8685,682,56,14,436,4,2,3,3,4233,At-Risk High Spenders
8686,538,65,5,75,4,2,1,2,4212,Dormant Accounts
8687,420,54,13,486,3,2,3,3,3233,At-Risk High Spenders
8690,437,73,22,1385,3,2,4,4,3244,At-Risk High Spenders
8692,656,50,10,240,4,2,2,2,4222,Dormant Accounts
87,308,16,5,57,2,4,1,1,2411,Explorers
8700,555,86,6,66,4,1,1,1,4111,Dormant Accounts
8702,314,10,4,22,2,4,1,1,2411,Explorers
8707,677,12,15,1401,4,4,3,4,4434,Champions
8717,656,56,27,1835,4,2,4,4,4244,At-Risk High Spenders
8720,687,53,1,1679,4,2,1,4,4214,Fading Loyalist
8722,601,38,24,1853,4,3,4,4,4344,Champions
8724,378,57,5,46,3,2,1,1,3211,Dormant Accounts
8726,62,57,8,174,1,2,2,2,1222,Explorers
8727,259,63,26,1150,2,2,4,4,2244,High-Potential Newcomers
873,637,3,17,1178,4,4,3,4,4434,Champions
8732,590,81,21,1461,4,1,4,4,4144,At-Risk High Spenders
8737,86,22,5,43,1,4,1,1,1411,Explorers
8746,86,28,17,1188,1,3,3,4,1334,High-Potential Newcomers
8749,149,68,4,61,1,2,1,1,1211,Explorers
8754,410,25,3,20,3,3,1,1,3311,Rebounding Customers
8755,495,4,17,1196,3,4,3,4,3434,Champions
8773,370,22,12,322,3,4,2,2,3422,Rebounding Customers
8775,185,74,7,137,2,2,2,2,2222,Explorers
8779,379,13,8,172,3,4,2,2,3422,Rebounding Customers
8780,382,71,16,507,3,2,3,3,3233,At-Risk High Spenders
8783,660,40,15,454,4,3,3,3,4333,Champions
8786,400,52,14,450,3,2,3,3,3233,At-Risk High Spenders
8789,170,77,11,274,1,1,2,2,1122,Explorers
879,238,66,15,458,2,2,3,3,2233,High-Potential Newcomers
8799,280,6,8,153,2,4,2,2,2422,Explorers
880,530,47,5,96,3,3,1,2,3312,Rebounding Customers
8800,514,53,22,902,3,2,4,3,3243,At-Risk High Spenders
8805,575,1,13,371,4,4,3,2,4432,Frequent Shoppers
8812,477,45,5,48,3,3,1,1,3311,Rebounding Customers
8825,455,46,16,564,3,3,3,3,3333,Champions
8832,656,24,7,123,4,4,2,2,4422,Rebounding Customers
8842,552,33,5,44,4,3,1,1,4311,Rebounding Customers
8852,668,80,23,1080,4,1,4,4,4144,At-Risk High Spenders
8858,480,69,17,542,3,2,3,3,3233,At-Risk High Spenders
8867,668,90,19,2126,4,1,4,4,4144,At-Risk High Spenders
8870,594,68,12,497,4,2,2,3,4223,Fading Loyalist
8876,691,49,8,152,4,3,2,2,4322,Rebounding Customers
8890,31,1,11,272,1,4,2,2,1422,Explorers
8895,633,68,20,968,4,2,4,3,4243,At-Risk High Spenders
8897,432,9,17,654,3,4,3,3,3433,Champions
89,203,49,6,69,2,3,1,2,2312,Explorers
8908,53,35,19,1097,1,3,4,4,1344,High-Potential Newcomers
891,296,60,3,11,2,2,1,1,2211,Explorers
8910,609,7,11,252,4,4,2,2,4422,Rebounding Customers
8911,448,11,18,702,3,4,3,3,3433,Champions
8916,342,78,3,16,2,1,1,1,2111,Explorers
8920,534,4,25,1128,4,4,4,4,4444,Champions
8923,438,12,20,1587,3,4,4,4,3444,Champions
8925,362,38,23,1012,3,3,4,3,3343,Champions
8931,43,82,25,1761,1,1,4,4,1144,High-Potential Newcomers
8932,609,57,21,1531,4,2,4,4,4244,At-Risk High Spenders
8933,49,16,6,66,1,4,1,1,1411,Explorers
8939,561,49,19,730,4,3,4,3,4343,Champions
8945,318,46,9,203,2,3,2,2,2322,Explorers
895,568,69,17,594,4,2,3,3,4233,At-Risk High Spenders
8952,602,96,21,859,4,1,4,3,4143,At-Risk High Spenders
8953,420,94,4,35,3,1,1,1,3111,Dormant Accounts
8955,134,54,4,49,1,2,1,1,1211,Explorers
8957,385,51,14,1120,3,2,3,4,3234,At-Risk High Spenders
8962,74,18,5,37,1,4,1,1,1411,Explorers
8969,530,59,21,1141,3,2,4,4,3244,At-Risk High Spenders
8970,615,93,15,530,4,1,3,3,4133,At-Risk High Spenders
8975,155,47,6,69,1,3,1,2,1312,Explorers
8977,534,51,3,24,4,2,1,1,4211,Dormant Accounts
898,252,39,7,147,2,3,2,2,2322,Explorers
8985,603,54,27,1211,4,2,4,4,4244,At-Risk High Spenders
8996,588,4,17,603,4,4,3,3,4433,Champions
9,681,86,7,120,4,1,2,2,4122,Dormant Accounts
9010,505,80,22,2346,3,1,4,4,3144,At-Risk High Spenders
9014,4,65,6,61,1,2,1,1,1211,Explorers
902,118,74,12,312,1,2,2,2,1222,Explorers
9029,520,73,22,1536,3,2,4,4,3244,At-Risk High Spenders
905,251,38,7,84,2,3,2,2,2322,Explorers
9058,645,65,21,1867,4,2,4,4,4244,At-Risk High Spenders
9064,598,10,19,1555,4,4,4,4,4444,Champions
907,213,36,13,362,2,3,3,2,2332,Explorers
9076,541,44,9,185,4,3,2,2,4322,Rebounding Customers
9080,373,2,6,73,3,4,1,2,3412,Rebounding Customers
9081,43,58,4,25,1,2,1,1,1211,Explorers
9094,696,39,14,587,4,3,3,3,4333,Champions
9097,239,34,12,343,2,3,2,2,2322,Explorers
9119,207,27,13,392,2,3,3,2,2332,Explorers
9120,572,80,15,1065,4,1,3,4,4134,At-Risk High Spenders
9121,406,40,14,1690,3,3,3,4,3334,Champions
9135,693,92,4,64,4,1,1,1,4111,Dormant Accounts
9140,187,89,6,91,2,1,1,2,2112,Explorers
9145,450,43,20,1478,3,3,4,4,3344,Champions
9150,79,21,5,62,1,4,1,1,1411,Explorers
9153,336,81,25,1048,2,1,4,4,2144,High-Potential Newcomers
916,52,67,4,31,1,2,1,1,1211,Explorers
9166,325,57,20,882,2,2,4,3,2243,High-Potential Newcomers
9167,461,72,23,976,3,2,4,3,3243,At-Risk High Spenders
9185,245,38,15,1029,2,3,3,3,2333,High-Potential Newcomers
9197,126,92,5,47,1,1,1,1,1111,Explorers
92,49,12,7,89,1,4,2,2,1422,Explorers
9204,656,33,13,1029,4,3,3,3,4333,Champions
9206,174,36,24,1121,1,3,4,4,1344,High-Potential Newcomers
9209,624,85,23,1564,4,1,4,4,4144,At-Risk High Spenders
9212,501,17,22,1678,3,4,4,4,3444,Champions
9213,607,13,3,15,4,4,1,1,4411,Rebounding Customers
9214,318,48,12,358,2,3,2,2,2322,Explorers
9215,565,19,16,551,4,4,3,3,4433,Champions
9216,158,34,5,44,1,3,1,1,1311,Explorers
922,422,79,4,48,3,1,1,1,3111,Dormant Accounts
9220,529,58,19,1968,3,2,4,4,3244,At-Risk High Spenders
9224,565,81,23,1139,4,1,4,4,4144,At-Risk High Spenders
9235,34,45,3,18,1,3,1,1,1311,Explorers
9239,339,94,7,126,2,1,2,2,2122,Explorers
9240,143,73,16,526,1,2,3,3,1233,High-Potential Newcomers
9242,317,19,18,1722,2,4,3,4,2434,High-Potential Newcomers
9246,624,73,13,415,4,2,3,3,4233,At-Risk High Spenders
9256,542,5,23,1001,4,4,4,3,4443,Champions
9260,602,20,25,1706,4,4,4,4,4444,Champions
9262,361,11,4,52,3,4,1,1,3411,Rebounding Customers
9264,64,1,21,1638,1,4,4,4,1444,High-Potential Newcomers
9265,537,74,19,1390,4,2,4,4,4244,At-Risk High Spenders
9274,459,44,22,1213,3,3,4,4,3344,Champions
9283,291,49,3,18,2,3,1,1,2311,Explorers
9284,387,21,22,907,3,4,4,3,3443,Champions
9286,628,93,18,747,4,1,3,3,4133,At-Risk High Spenders
9289,81,16,5,63,1,4,1,1,1411,Explorers
9291,99,25,3,15,1,3,1,1,1311,Explorers
9292,612,74,22,1382,4,2,4,4,4244,At-Risk High Spenders
9298,63,89,17,1798,1,1,3,4,1134,High-Potential Newcomers
9303,335,12,1,32,2,4,1,1,2411,Explorers
9305,414,65,26,1315,3,2,4,4,3244,At-Risk High Spenders
9308,415,51,13,976,3,2,3,3,3233,At-Risk High Spenders
9316,240,29,4,29,2,3,1,1,2311,Explorers
9323,661,5,22,874,4,4,4,3,4443,Champions
933,584,31,3,25,4,3,1,1,4311,Rebounding Customers
9336,100,38,18,636,1,3,3,3,1333,High-Potential Newcomers
9347,374,49,4,46,3,3,1,1,3311,Rebounding Customers
9349,193,84,22,1131,2,1,4,4,2144,High-Potential Newcomers
9353,175,61,14,995,1,2,3,3,1233,High-Potential Newcomers
9360,691,41,11,316,4,3,2,2,4322,Rebounding Customers
9362,117,14,17,568,1,4,3,3,1433,High-Potential Newcomers
9365,555,57,19,1277,4,2,4,4,4244,At-Risk High Spenders
9369,103,19,31,1274,1,4,4,4,1444,High-Potential Newcomers
9370,409,68,15,1120,3,2,3,4,3234,At-Risk High Spenders
938,335,30,5,87,2,3,1,2,2312,Explorers
9381,383,57,16,606,3,2,3,3,3233,At-Risk High Spenders
9384,383,57,16,606,3,2,3,3,3233,At-Risk High Spenders
9386,32,88,12,320,1,1,2,2,1122,Explorers
9392,53,17,3,17,1,4,1,1,1411,Explorers
9396,584,31,3,25,4,3,1,1,4311,Rebounding Customers
940,43,9,12,311,1,4,2,2,1422,Explorers
9400,9,73,18,1383,1,2,3,4,1234,High-Potential Newcomers
9405,623,40,8,172,4,3,2,2,4322,Rebounding Customers
942,691,36,11,299,4,3,2,2,4322,Rebounding Customers
9422,395,26,7,131,3,3,2,2,3322,Rebounding Customers
9423,127,49,6,46,1,3,1,1,1311,Explorers
9426,534,77,11,900,4,1,2,3,4123,Fading Loyalist
9432,393,23,7,62,3,4,2,1,3421,Rebounding Customers
944,538,6,13,393,4,4,3,2,4432,Frequent Shoppers
9449,269,32,18,605,2,3,3,3,2333,High-Potential Newcomers
945,404,53,7,133,3,2,2,2,3222,Dormant Accounts
9451,582,92,23,1658,4,1,4,4,4144,At-Risk High Spenders
946,646,92,9,210,4,1,2,2,4122,Dormant Accounts
9460,438,74,7,162,3,2,2,2,3222,Dormant Accounts
9463,594,16,21,1443,4,4,4,4,4444,Champions
9467,50,51,4,20,1,2,1,1,1211,Explorers
9477,170,0,17,544,1,4,3,3,1433,High-Potential Newcomers
9478,685,30,13,401,4,3,3,3,4333,Champions
948,411,32,5,41,3,3,1,1,3311,Rebounding Customers
9481,153,80,7,68,1,1,2,1,1121,Explorers
9483,315,24,18,637,2,4,3,3,2433,High-Potential Newcomers
9485,112,23,9,199,1,4,2,2,1422,Explorers
9491,185,68,7,66,2,2,2,1,2221,Explorers
9493,421,15,17,1808,3,4,3,4,3434,Champions
9495,418,29,16,1149,3,3,3,4,3334,Champions
9499,419,97,14,1616,3,1,3,4,3134,At-Risk High Spenders
9500,521,66,19,758,3,2,4,3,3243,At-Risk High Spenders
9503,670,65,11,313,4,2,2,2,4222,Dormant Accounts
9504,236,4,24,1008,2,4,4,3,2443,High-Potential Newcomers
9507,449,18,14,434,3,4,3,3,3433,Champions
9516,681,90,26,1229,4,1,4,4,4144,At-Risk High Spenders
9523,317,95,3,15,2,1,1,1,2111,Explorers
9529,214,8,21,1627,2,4,4,4,2444,High-Potential Newcomers
9530,606,16,3,17,4,4,1,1,4411,Rebounding Customers
954,95,77,6,102,1,1,1,2,1112,Explorers
9543,228,74,3,22,2,2,1,1,2211,Explorers
955,610,81,10,240,4,1,2,2,4122,Dormant Accounts
9553,537,94,3,15,4,1,1,1,4111,Dormant Accounts
9559,157,79,25,1034,1,1,4,3,1143,High-Potential Newcomers
9560,484,18,21,1674,3,4,4,4,3444,Champions
9576,504,60,8,159,3,2,2,2,3222,Dormant Accounts
9579,358,61,6,106,3,2,1,2,3212,Dormant Accounts
9589,86,54,17,1234,1,2,3,4,1234,High-Potential Newcomers
9592,365,51,5,33,3,2,1,1,3211,Dormant Accounts
9595,535,1,13,1574,4,4,3,4,4434,Champions
9596,189,19,19,664,2,4,4,3,2443,High-Potential Newcomers
9597,140,10,18,725,1,4,3,3,1433,High-Potential Newcomers
9606,307,64,12,1536,2,2,2,4,2224,High-Potential Newcomers
961,291,92,15,860,2,1,3,3,2133,High-Potential Newcomers
9612,143,3,4,43,1,4,1,1,1411,Explorers
9617,75,37,4,19,1,3,1,1,1311,Explorers
9624,17,46,13,963,1,3,3,3,1333,High-Potential Newcomers
9635,71,13,7,129,1,4,2,2,1422,Explorers
9645,624,98,23,1338,4,1,4,4,4144,At-Risk High Spenders
9648,604,20,10,253,4,4,2,2,4422,Rebounding Customers
965,594,34,17,590,4,3,3,3,4333,Champions
9653,622,16,5,68,4,4,1,1,4411,Rebounding Customers
966,360,98,19,691,3,1,4,3,3143,At-Risk High Spenders
9665,429,48,12,361,3,3,2,2,3322,Rebounding Customers
9668,534,14,6,77,4,4,1,2,4412,Rebounding Customers
967,344,11,16,515,2,4,3,3,2433,High-Potential Newcomers
9671,155,47,6,69,1,3,1,2,1312,Explorers
9672,191,82,5,65,2,1,1,1,2111,Explorers
968,186,24,9,187,2,4,2,2,2422,Explorers
9687,30,1,15,726,1,4,3,3,1433,High-Potential Newcomers
9697,116,86,17,542,1,1,3,3,1133,High-Potential Newcomers
9699,191,12,20,733,2,4,4,3,2443,High-Potential Newcomers
9701,468,13,9,312,3,4,2,2,3422,Rebounding Customers
9703,623,70,7,184,4,2,2,2,4222,Dormant Accounts
9706,371,98,6,94,3,1,1,2,3112,Dormant Accounts
9707,584,65,17,1182,4,2,3,4,4234,At-Risk High Spenders
9710,526,80,21,792,3,1,4,3,3143,At-Risk High Spenders
9723,536,8,24,1016,4,4,4,3,4443,Champions
9725,25,16,3,12,1,4,1,1,1411,Explorers
9727,122,13,6,81,1,4,1,2,1412,Explorers
9729,393,48,17,615,3,3,3,3,3333,Champions
9733,659,52,4,80,4,2,1,2,4212,Dormant Accounts
9736,553,51,6,96,4,2,1,2,4212,Dormant Accounts
9738,533,43,6,100,4,3,1,2,4312,Rebounding Customers
9739,527,55,6,114,3,2,1,2,3212,Dormant Accounts
9743,535,85,27,1910,4,1,4,4,4144,At-Risk High Spenders
975,398,25,10,264,3,3,2,2,3322,Rebounding Customers
9750,508,41,18,1307,3,3,3,4,3334,Champions
9757,269,98,23,1631,2,1,4,4,2144,High-Potential Newcomers
9760,521,24,25,1198,3,4,4,4,3444,Champions
977,333,10,14,414,2,4,3,3,2433,High-Potential Newcomers
9771,633,97,11,269,4,1,2,2,4122,Dormant Accounts
9780,370,12,24,795,3,4,4,3,3443,Champions
979,495,11,6,112,3,4,1,2,3412,Rebounding Customers
9790,219,12,18,1334,2,4,3,4,2434,High-Potential Newcomers
9797,78,38,14,443,1,3,3,3,1333,High-Potential Newcomers
9799,418,57,16,1173,3,2,3,4,3234,At-Risk High Spenders
9805,375,65,18,660,3,2,3,3,3233,At-Risk High Spenders
9817,678,71,25,1049,4,2,4,4,4244,At-Risk High Spenders
9826,656,96,21,2114,4,1,4,4,4144,At-Risk High Spenders
9829,138,42,6,78,1,3,1,2,1312,Explorers
983,275,82,11,414,2,1,2,3,2123,High-Potential Newcomers
9847,696,39,14,587,4,3,3,3,4333,Champions
9850,578,32,3,19,4,3,1,1,4311,Rebounding Customers
9855,309,25,25,1020,2,3,4,3,2343,High-Potential Newcomers
9860,472,11,9,215,3,4,2,2,3422,Rebounding Customers
9862,228,37,5,33,2,3,1,1,2311,Explorers
988,54,84,17,1193,1,1,3,4,1134,High-Potential Newcomers
9888,5,3,15,1091,1,4,3,4,1434,High-Potential Newcomers
9904,458,50,23,1043,3,2,4,3,3243,At-Risk High Spenders
9905,352,69,9,255,2,2,2,2,2222,Explorers
9907,208,80,24,1013,2,1,4,3,2143,High-Potential Newcomers
9909,598,24,7,122,4,4,2,2,4422,Rebounding Customers
9916,604,92,5,54,4,1,1,1,4111,Dormant Accounts
9923,285,6,6,92,2,4,1,2,2412,Explorers
9925,401,97,9,216,3,1,2,2,3122,Dormant Accounts
9930,237,8,27,1167,2,4,4,4,2444,High-Potential Newcomers
9931,7,29,0,9,1,3,1,1,1311,Explorers
9937,179,75,16,576,1,1,3,3,1133,High-Potential Newcomers
9938,284,82,16,1600,2,1,3,4,2134,High-Potential Newcomers
9940,554,97,14,1009,4,1,3,3,4133,At-Risk High Spenders
9949,620,36,12,877,4,3,2,3,4323,Rebounding Customers
9952,201,53,16,1105,2,2,3,4,2234,High-Potential Newcomers
9955,503,20,7,134,3,4,2,2,3422,Rebounding Customers
9958,93,54,20,769,1,2,4,3,1243,High-Potential Newcomers
9960,61,52,3,14,1,2,1,1,1211,Explorers
9964,327,56,14,424,2,2,3,3,2233,High-Potential Newcomers
9967,396,30,14,447,3,3,3,3,3333,Champions
9970,256,3,8,162,2,4,2,2,2422,Explorers
9971,80,22,16,506,1,4,3,3,1433,High-Potential Newcomers
9972,78,25,4,46,1,3,1,1,1311,Explorers
9973,621,28,16,490,4,3,3,3,4333,Champions
9974,353,75,6,70,2,1,1,2,2112,Explorers
9977,286,99,17,734,2,1,3,3,2133,High-Potential Newcomers
9984,460,25,17,724,3,3,3,3,3333,Champions
9986,128,8,7,54,1,4,2,1,1421,Explorers
9988,484,84,22,860,3,1,4,3,3143,At-Risk High Spenders
999,544,95,24,730,4,1,4,3,4143,At-Risk High Spenders
9999,641,2,22,1040,4,4,4,3,4443,Champions
